Title,Text,Date,Tags,Alert Type
"[P4] [Recovered on {container_name:U0mule-4-4-0-ee-expr-3,host:art-mule-u01}] [Tier 3] UAT Mule Container is not running","%%% [View matching processes](https://app.datadoghq.com/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat) Number of processes matching **\*** on **command:conmon,container_name:U0mule-4-4-0-ee-expr-3,env:uat,host:art-mule-u01** was **>= 1** during the last **5m**   The monitor was last triggered at Wed Sep 24 2025 10:19:28 UTC.  - - -  [[Monitor Status](/monitors/212743288?group=container_name%3AU0mule-4-4-0-ee-expr-3%2Chost%3Aart-mule-u01&from_ts=1758708388000&to_ts=1758709588000&event_id=8295435442963127092&link_source=monitor_notif)] · [[Edit Monitor](/monitors/212743288/edit?link_source=monitor_notif)] · [[View art-mule-u01](/infrastructure?filter=art-mule-u01&link_source=monitor_notif)] · [[Show Processes](/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat&link_source=monitor_notif)] · [[Related Logs](/logs?query=command%3A%22conmon%22+container_name%3A%22U0mule-4-4-0-ee-expr-3%22+env%3A%22uat%22+host%3A%22art-mule-u01%22&from_ts=1758708988000&to_ts=1758709288000&live=false&link_source=monitor_notif)] %%%",2025-09-24 10:21:28,"command:conmon,container_name:u0mule-4-4-0-ee-expr-3,env:uat,host:art-mule-u01,location:art_datacentre,monitor,priority:p4,service:mule,source:alert,team:ge-integration,tier:tier_3",success
"[P4] [Recovered on {container_name:U0mule-3-9-fss-sync,host:art-mule-u01}] [Tier 3] UAT Mule Container is not running","%%% [View matching processes](https://app.datadoghq.com/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat) Number of processes matching **\*** on **command:conmon,container_name:U0mule-3-9-fss-sync,env:uat,host:art-mule-u01** was **>= 1** during the last **5m**   The monitor was last triggered at Wed Sep 24 2025 10:19:28 UTC.  - - -  [[Monitor Status](/monitors/212743288?group=container_name%3AU0mule-3-9-fss-sync%2Chost%3Aart-mule-u01&from_ts=1758708388000&to_ts=1758709588000&event_id=8295435439283387583&link_source=monitor_notif)] · [[Edit Monitor](/monitors/212743288/edit?link_source=monitor_notif)] · [[View art-mule-u01](/infrastructure?filter=art-mule-u01&link_source=monitor_notif)] · [[Show Processes](/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat&link_source=monitor_notif)] · [[Related Logs](/logs?query=command%3A%22conmon%22+container_name%3A%22U0mule-3-9-fss-sync%22+env%3A%22uat%22+host%3A%22art-mule-u01%22&from_ts=1758708988000&to_ts=1758709288000&live=false&link_source=monitor_notif)] %%%",2025-09-24 10:21:28,"command:conmon,container_name:u0mule-3-9-fss-sync,env:uat,host:art-mule-u01,location:art_datacentre,monitor,priority:p4,service:mule,source:alert,team:ge-integration,tier:tier_3",success
"[P4] [Recovered on {container_name:U0supplypointandmetering-esb-api,host:art-mule-u01}] [Tier 3] UAT Mule Container is not running","%%% [View matching processes](https://app.datadoghq.com/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat) Number of processes matching **\*** on **command:conmon,container_name:U0supplypointandmetering-esb-api,env:uat,host:art-mule-u01** was **>= 1** during the last **5m**   The monitor was last triggered at Wed Sep 24 2025 10:19:28 UTC.  - - -  [[Monitor Status](/monitors/212743288?group=container_name%3AU0supplypointandmetering-esb-api%2Chost%3Aart-mule-u01&from_ts=1758708388000&to_ts=1758709588000&event_id=8295435446123383038&link_source=monitor_notif)] · [[Edit Monitor](/monitors/212743288/edit?link_source=monitor_notif)] · [[View art-mule-u01](/infrastructure?filter=art-mule-u01&link_source=monitor_notif)] · [[Show Processes](/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat&link_source=monitor_notif)] · [[Related Logs](/logs?query=command%3A%22conmon%22+container_name%3A%22U0supplypointandmetering-esb-api%22+env%3A%22uat%22+host%3A%22art-mule-u01%22&from_ts=1758708988000&to_ts=1758709288000&live=false&link_source=monitor_notif)] %%%",2025-09-24 10:21:28,"command:conmon,container_name:u0supplypointandmetering-esb-api,env:uat,host:art-mule-u01,location:art_datacentre,monitor,priority:p4,service:mule,source:alert,team:ge-integration,tier:tier_3",success
"[P4] [Recovered on {container_name:U0mule-4-4-0-ee-esb,host:art-mule-u01}] [Tier 3] UAT Mule Container is not running","%%% [View matching processes](https://app.datadoghq.com/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat) Number of processes matching **\*** on **command:conmon,container_name:U0mule-4-4-0-ee-esb,env:uat,host:art-mule-u01** was **>= 1** during the last **5m**   The monitor was last triggered at Wed Sep 24 2025 10:19:28 UTC.  - - -  [[Monitor Status](/monitors/212743288?group=container_name%3AU0mule-4-4-0-ee-esb%2Chost%3Aart-mule-u01&from_ts=1758708388000&to_ts=1758709588000&event_id=8295435445152296190&link_source=monitor_notif)] · [[Edit Monitor](/monitors/212743288/edit?link_source=monitor_notif)] · [[View art-mule-u01](/infrastructure?filter=art-mule-u01&link_source=monitor_notif)] · [[Show Processes](/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat&link_source=monitor_notif)] · [[Related Logs](/logs?query=command%3A%22conmon%22+container_name%3A%22U0mule-4-4-0-ee-esb%22+env%3A%22uat%22+host%3A%22art-mule-u01%22&from_ts=1758708988000&to_ts=1758709288000&live=false&link_source=monitor_notif)] %%%",2025-09-24 10:21:28,"command:conmon,container_name:u0mule-4-4-0-ee-esb,env:uat,host:art-mule-u01,location:art_datacentre,monitor,priority:p4,service:mule,source:alert,team:ge-integration,tier:tier_3",success
"[P4] [Recovered on {container_name:U0mule-3-9-ee-esb-1,host:art-mule-u01}] [Tier 3] UAT Mule Container is not running","%%% [View matching processes](https://app.datadoghq.com/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat) Number of processes matching **\*** on **command:conmon,container_name:U0mule-3-9-ee-esb-1,env:uat,host:art-mule-u01** was **>= 1** during the last **5m**   The monitor was last triggered at Wed Sep 24 2025 10:19:28 UTC.  - - -  [[Monitor Status](/monitors/212743288?group=container_name%3AU0mule-3-9-ee-esb-1%2Chost%3Aart-mule-u01&from_ts=1758708388000&to_ts=1758709588000&event_id=8295435444489853749&link_source=monitor_notif)] · [[Edit Monitor](/monitors/212743288/edit?link_source=monitor_notif)] · [[View art-mule-u01](/infrastructure?filter=art-mule-u01&link_source=monitor_notif)] · [[Show Processes](/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat&link_source=monitor_notif)] · [[Related Logs](/logs?query=command%3A%22conmon%22+container_name%3A%22U0mule-3-9-ee-esb-1%22+env%3A%22uat%22+host%3A%22art-mule-u01%22&from_ts=1758708988000&to_ts=1758709288000&live=false&link_source=monitor_notif)] %%%",2025-09-24 10:21:28,"command:conmon,container_name:u0mule-3-9-ee-esb-1,env:uat,host:art-mule-u01,location:art_datacentre,monitor,priority:p4,service:mule,source:alert,team:ge-integration,tier:tier_3",success
"[P4] [Recovered on {container_name:U0work-orders,host:art-mule-u01}] [Tier 3] UAT Mule Container is not running","%%% [View matching processes](https://app.datadoghq.com/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat) Number of processes matching **\*** on **command:conmon,container_name:U0work-orders,env:uat,host:art-mule-u01** was **>= 1** during the last **5m**   The monitor was last triggered at Wed Sep 24 2025 10:19:28 UTC.  - - -  [[Monitor Status](/monitors/212743288?group=container_name%3AU0work-orders%2Chost%3Aart-mule-u01&from_ts=1758708388000&to_ts=1758709588000&event_id=8295435441320794355&link_source=monitor_notif)] · [[Edit Monitor](/monitors/212743288/edit?link_source=monitor_notif)] · [[View art-mule-u01](/infrastructure?filter=art-mule-u01&link_source=monitor_notif)] · [[Show Processes](/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat&link_source=monitor_notif)] · [[Related Logs](/logs?query=command%3A%22conmon%22+container_name%3A%22U0work-orders%22+env%3A%22uat%22+host%3A%22art-mule-u01%22&from_ts=1758708988000&to_ts=1758709288000&live=false&link_source=monitor_notif)] %%%",2025-09-24 10:21:28,"command:conmon,container_name:u0work-orders,env:uat,host:art-mule-u01,location:art_datacentre,monitor,priority:p4,service:mule,source:alert,team:ge-integration,tier:tier_3",success
"[P4] [Recovered on {container_name:U0billingaccounts-exp-api,host:art-mule-u01}] [Tier 3] UAT Mule Container is not running","%%% [View matching processes](https://app.datadoghq.com/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat) Number of processes matching **\*** on **command:conmon,container_name:U0billingaccounts-exp-api,env:uat,host:art-mule-u01** was **>= 1** during the last **5m**   The monitor was last triggered at Wed Sep 24 2025 10:19:28 UTC.  - - -  [[Monitor Status](/monitors/212743288?group=container_name%3AU0billingaccounts-exp-api%2Chost%3Aart-mule-u01&from_ts=1758708388000&to_ts=1758709588000&event_id=8295435436365670954&link_source=monitor_notif)] · [[Edit Monitor](/monitors/212743288/edit?link_source=monitor_notif)] · [[View art-mule-u01](/infrastructure?filter=art-mule-u01&link_source=monitor_notif)] · [[Show Processes](/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat&link_source=monitor_notif)] · [[Related Logs](/logs?query=command%3A%22conmon%22+container_name%3A%22U0billingaccounts-exp-api%22+env%3A%22uat%22+host%3A%22art-mule-u01%22&from_ts=1758708988000&to_ts=1758709288000&live=false&link_source=monitor_notif)] %%%",2025-09-24 10:21:28,"command:conmon,container_name:u0billingaccounts-exp-api,env:uat,host:art-mule-u01,location:art_datacentre,monitor,priority:p4,service:mule,source:alert,team:ge-integration,tier:tier_3",success
"[P4] [Recovered on {container_name:U0mule-4-4-0-async-apps,host:art-mule-u01}] [Tier 3] UAT Mule Container is not running","%%% [View matching processes](https://app.datadoghq.com/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat) Number of processes matching **\*** on **command:conmon,container_name:U0mule-4-4-0-async-apps,env:uat,host:art-mule-u01** was **>= 1** during the last **5m**   The monitor was last triggered at Wed Sep 24 2025 10:19:28 UTC.  - - -  [[Monitor Status](/monitors/212743288?group=container_name%3AU0mule-4-4-0-async-apps%2Chost%3Aart-mule-u01&from_ts=1758708388000&to_ts=1758709588000&event_id=8295435443605216540&link_source=monitor_notif)] · [[Edit Monitor](/monitors/212743288/edit?link_source=monitor_notif)] · [[View art-mule-u01](/infrastructure?filter=art-mule-u01&link_source=monitor_notif)] · [[Show Processes](/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat&link_source=monitor_notif)] · [[Related Logs](/logs?query=command%3A%22conmon%22+container_name%3A%22U0mule-4-4-0-async-apps%22+env%3A%22uat%22+host%3A%22art-mule-u01%22&from_ts=1758708988000&to_ts=1758709288000&live=false&link_source=monitor_notif)] %%%",2025-09-24 10:21:28,"command:conmon,container_name:u0mule-4-4-0-async-apps,env:uat,host:art-mule-u01,location:art_datacentre,monitor,priority:p4,service:mule,source:alert,team:ge-integration,tier:tier_3",success
"[P4] [Recovered on {container_name:U0mule-4-4-0-file-based,host:art-mule-u01}] [Tier 3] UAT Mule Container is not running","%%% [View matching processes](https://app.datadoghq.com/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat) Number of processes matching **\*** on **command:conmon,container_name:U0mule-4-4-0-file-based,env:uat,host:art-mule-u01** was **>= 1** during the last **5m**   The monitor was last triggered at Wed Sep 24 2025 10:19:28 UTC.  - - -  [[Monitor Status](/monitors/212743288?group=container_name%3AU0mule-4-4-0-file-based%2Chost%3Aart-mule-u01&from_ts=1758708388000&to_ts=1758709588000&event_id=8295435438593069745&link_source=monitor_notif)] · [[Edit Monitor](/monitors/212743288/edit?link_source=monitor_notif)] · [[View art-mule-u01](/infrastructure?filter=art-mule-u01&link_source=monitor_notif)] · [[Show Processes](/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat&link_source=monitor_notif)] · [[Related Logs](/logs?query=command%3A%22conmon%22+container_name%3A%22U0mule-4-4-0-file-based%22+env%3A%22uat%22+host%3A%22art-mule-u01%22&from_ts=1758708988000&to_ts=1758709288000&live=false&link_source=monitor_notif)] %%%",2025-09-24 10:21:28,"command:conmon,container_name:u0mule-4-4-0-file-based,env:uat,host:art-mule-u01,location:art_datacentre,monitor,priority:p4,service:mule,source:alert,team:ge-integration,tier:tier_3",success
"[P4] [Recovered on {container_name:U0loyaltyaccounts-exp-api,host:art-mule-u01}] [Tier 3] UAT Mule Container is not running","%%% [View matching processes](https://app.datadoghq.com/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat) Number of processes matching **\*** on **command:conmon,container_name:U0loyaltyaccounts-exp-api,env:uat,host:art-mule-u01** was **>= 1** during the last **5m**   The monitor was last triggered at Wed Sep 24 2025 10:19:28 UTC.  - - -  [[Monitor Status](/monitors/212743288?group=container_name%3AU0loyaltyaccounts-exp-api%2Chost%3Aart-mule-u01&from_ts=1758708388000&to_ts=1758709588000&event_id=8295435436491706206&link_source=monitor_notif)] · [[Edit Monitor](/monitors/212743288/edit?link_source=monitor_notif)] · [[View art-mule-u01](/infrastructure?filter=art-mule-u01&link_source=monitor_notif)] · [[Show Processes](/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat&link_source=monitor_notif)] · [[Related Logs](/logs?query=command%3A%22conmon%22+container_name%3A%22U0loyaltyaccounts-exp-api%22+env%3A%22uat%22+host%3A%22art-mule-u01%22&from_ts=1758708988000&to_ts=1758709288000&live=false&link_source=monitor_notif)] %%%",2025-09-24 10:21:28,"command:conmon,container_name:u0loyaltyaccounts-exp-api,env:uat,host:art-mule-u01,location:art_datacentre,monitor,priority:p4,service:mule,source:alert,team:ge-integration,tier:tier_3",success
"[P4] [Recovered on {container_name:U0mule-4-4-0-loyaltyoffers,host:art-mule-u01}] [Tier 3] UAT Mule Container is not running","%%% [View matching processes](https://app.datadoghq.com/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat) Number of processes matching **\*** on **command:conmon,container_name:U0mule-4-4-0-loyaltyoffers,env:uat,host:art-mule-u01** was **>= 1** during the last **5m**   The monitor was last triggered at Wed Sep 24 2025 10:19:28 UTC.  - - -  [[Monitor Status](/monitors/212743288?group=container_name%3AU0mule-4-4-0-loyaltyoffers%2Chost%3Aart-mule-u01&from_ts=1758708388000&to_ts=1758709588000&event_id=8295435445141456699&link_source=monitor_notif)] · [[Edit Monitor](/monitors/212743288/edit?link_source=monitor_notif)] · [[View art-mule-u01](/infrastructure?filter=art-mule-u01&link_source=monitor_notif)] · [[Show Processes](/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat&link_source=monitor_notif)] · [[Related Logs](/logs?query=command%3A%22conmon%22+container_name%3A%22U0mule-4-4-0-loyaltyoffers%22+env%3A%22uat%22+host%3A%22art-mule-u01%22&from_ts=1758708988000&to_ts=1758709288000&live=false&link_source=monitor_notif)] %%%",2025-09-24 10:21:28,"command:conmon,container_name:u0mule-4-4-0-loyaltyoffers,env:uat,host:art-mule-u01,location:art_datacentre,monitor,priority:p4,service:mule,source:alert,team:ge-integration,tier:tier_3",success
"[P4] [Recovered on {container_name:U0supplypointandmetering-exp-api,host:art-mule-u01}] [Tier 3] UAT Mule Container is not running","%%% [View matching processes](https://app.datadoghq.com/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat) Number of processes matching **\*** on **command:conmon,container_name:U0supplypointandmetering-exp-api,env:uat,host:art-mule-u01** was **>= 1** during the last **5m**   The monitor was last triggered at Wed Sep 24 2025 10:19:28 UTC.  - - -  [[Monitor Status](/monitors/212743288?group=container_name%3AU0supplypointandmetering-exp-api%2Chost%3Aart-mule-u01&from_ts=1758708388000&to_ts=1758709588000&event_id=8295435440761939547&link_source=monitor_notif)] · [[Edit Monitor](/monitors/212743288/edit?link_source=monitor_notif)] · [[View art-mule-u01](/infrastructure?filter=art-mule-u01&link_source=monitor_notif)] · [[Show Processes](/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat&link_source=monitor_notif)] · [[Related Logs](/logs?query=command%3A%22conmon%22+container_name%3A%22U0supplypointandmetering-exp-api%22+env%3A%22uat%22+host%3A%22art-mule-u01%22&from_ts=1758708988000&to_ts=1758709288000&live=false&link_source=monitor_notif)] %%%",2025-09-24 10:21:28,"command:conmon,container_name:u0supplypointandmetering-exp-api,env:uat,host:art-mule-u01,location:art_datacentre,monitor,priority:p4,service:mule,source:alert,team:ge-integration,tier:tier_3",success
"[P4] [Recovered on {container_name:U0mule-3-9-ee-b2bgateway,host:art-mule-u01}] [Tier 3] UAT Mule Container is not running","%%% [View matching processes](https://app.datadoghq.com/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat) Number of processes matching **\*** on **command:conmon,container_name:U0mule-3-9-ee-b2bgateway,env:uat,host:art-mule-u01** was **>= 1** during the last **5m**   The monitor was last triggered at Wed Sep 24 2025 10:19:28 UTC.  - - -  [[Monitor Status](/monitors/212743288?group=container_name%3AU0mule-3-9-ee-b2bgateway%2Chost%3Aart-mule-u01&from_ts=1758708388000&to_ts=1758709588000&event_id=8295435437809003515&link_source=monitor_notif)] · [[Edit Monitor](/monitors/212743288/edit?link_source=monitor_notif)] · [[View art-mule-u01](/infrastructure?filter=art-mule-u01&link_source=monitor_notif)] · [[Show Processes](/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat&link_source=monitor_notif)] · [[Related Logs](/logs?query=command%3A%22conmon%22+container_name%3A%22U0mule-3-9-ee-b2bgateway%22+env%3A%22uat%22+host%3A%22art-mule-u01%22&from_ts=1758708988000&to_ts=1758709288000&live=false&link_source=monitor_notif)] %%%",2025-09-24 10:21:28,"command:conmon,container_name:u0mule-3-9-ee-b2bgateway,env:uat,host:art-mule-u01,location:art_datacentre,monitor,priority:p4,service:mule,source:alert,team:ge-integration,tier:tier_3",success
"[P4] [Recovered on {container_name:U0powershout-eventbased,host:art-mule-u01}] [Tier 3] UAT Mule Container is not running","%%% [View matching processes](https://app.datadoghq.com/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat) Number of processes matching **\*** on **command:conmon,container_name:U0powershout-eventbased,env:uat,host:art-mule-u01** was **>= 1** during the last **5m**   The monitor was last triggered at Wed Sep 24 2025 10:19:28 UTC.  - - -  [[Monitor Status](/monitors/212743288?group=container_name%3AU0powershout-eventbased%2Chost%3Aart-mule-u01&from_ts=1758708388000&to_ts=1758709588000&event_id=8295435443877041552&link_source=monitor_notif)] · [[Edit Monitor](/monitors/212743288/edit?link_source=monitor_notif)] · [[View art-mule-u01](/infrastructure?filter=art-mule-u01&link_source=monitor_notif)] · [[Show Processes](/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat&link_source=monitor_notif)] · [[Related Logs](/logs?query=command%3A%22conmon%22+container_name%3A%22U0powershout-eventbased%22+env%3A%22uat%22+host%3A%22art-mule-u01%22&from_ts=1758708988000&to_ts=1758709288000&live=false&link_source=monitor_notif)] %%%",2025-09-24 10:21:28,"command:conmon,container_name:u0powershout-eventbased,env:uat,host:art-mule-u01,location:art_datacentre,monitor,priority:p4,service:mule,source:alert,team:ge-integration,tier:tier_3",success
"[P4] [Recovered on {container_name:U0mule-4-4-0-ee-expr-1,host:art-mule-u01}] [Tier 3] UAT Mule Container is not running","%%% [View matching processes](https://app.datadoghq.com/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat) Number of processes matching **\*** on **command:conmon,container_name:U0mule-4-4-0-ee-expr-1,env:uat,host:art-mule-u01** was **>= 1** during the last **5m**   The monitor was last triggered at Wed Sep 24 2025 10:19:28 UTC.  - - -  [[Monitor Status](/monitors/212743288?group=container_name%3AU0mule-4-4-0-ee-expr-1%2Chost%3Aart-mule-u01&from_ts=1758708388000&to_ts=1758709588000&event_id=8295435441870468181&link_source=monitor_notif)] · [[Edit Monitor](/monitors/212743288/edit?link_source=monitor_notif)] · [[View art-mule-u01](/infrastructure?filter=art-mule-u01&link_source=monitor_notif)] · [[Show Processes](/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat&link_source=monitor_notif)] · [[Related Logs](/logs?query=command%3A%22conmon%22+container_name%3A%22U0mule-4-4-0-ee-expr-1%22+env%3A%22uat%22+host%3A%22art-mule-u01%22&from_ts=1758708988000&to_ts=1758709288000&live=false&link_source=monitor_notif)] %%%",2025-09-24 10:21:28,"command:conmon,container_name:u0mule-4-4-0-ee-expr-1,env:uat,host:art-mule-u01,location:art_datacentre,monitor,priority:p4,service:mule,source:alert,team:ge-integration,tier:tier_3",success
"[P4] [Recovered on {container_name:U0p2p_integration,host:art-mule-u01}] [Tier 3] UAT Mule Container is not running","%%% [View matching processes](https://app.datadoghq.com/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat) Number of processes matching **\*** on **command:conmon,container_name:U0p2p_integration,env:uat,host:art-mule-u01** was **>= 1** during the last **5m**   The monitor was last triggered at Wed Sep 24 2025 10:19:28 UTC.  - - -  [[Monitor Status](/monitors/212743288?group=container_name%3AU0p2p_integration%2Chost%3Aart-mule-u01&from_ts=1758708388000&to_ts=1758709588000&event_id=8295435440132332827&link_source=monitor_notif)] · [[Edit Monitor](/monitors/212743288/edit?link_source=monitor_notif)] · [[View art-mule-u01](/infrastructure?filter=art-mule-u01&link_source=monitor_notif)] · [[Show Processes](/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat&link_source=monitor_notif)] · [[Related Logs](/logs?query=command%3A%22conmon%22+container_name%3A%22U0p2p_integration%22+env%3A%22uat%22+host%3A%22art-mule-u01%22&from_ts=1758708988000&to_ts=1758709288000&live=false&link_source=monitor_notif)] %%%",2025-09-24 10:21:28,"command:conmon,container_name:u0p2p_integration,env:uat,host:art-mule-u01,location:art_datacentre,monitor,priority:p4,service:mule,source:alert,team:ge-integration,tier:tier_3",success
"[P4] [Recovered on {container_name:U0mule-4-4-0-pricing,host:art-mule-u01}] [Tier 3] UAT Mule Container is not running","%%% [View matching processes](https://app.datadoghq.com/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat) Number of processes matching **\*** on **command:conmon,container_name:U0mule-4-4-0-pricing,env:uat,host:art-mule-u01** was **>= 1** during the last **5m**   The monitor was last triggered at Wed Sep 24 2025 10:19:28 UTC.  - - -  [[Monitor Status](/monitors/212743288?group=container_name%3AU0mule-4-4-0-pricing%2Chost%3Aart-mule-u01&from_ts=1758708388000&to_ts=1758709588000&event_id=8295435435703650659&link_source=monitor_notif)] · [[Edit Monitor](/monitors/212743288/edit?link_source=monitor_notif)] · [[View art-mule-u01](/infrastructure?filter=art-mule-u01&link_source=monitor_notif)] · [[Show Processes](/process?from_ts=1758708988000&to_ts=1758709408000&live=false&showSummaryGraphs=true&sort=memory%2CDESC&groups=container_name%2Chost&query=command%3Aconmon+env%3Auat&link_source=monitor_notif)] · [[Related Logs](/logs?query=command%3A%22conmon%22+container_name%3A%22U0mule-4-4-0-pricing%22+env%3A%22uat%22+host%3A%22art-mule-u01%22&from_ts=1758708988000&to_ts=1758709288000&live=false&link_source=monitor_notif)] %%%",2025-09-24 10:21:28,"command:conmon,container_name:u0mule-4-4-0-pricing,env:uat,host:art-mule-u01,location:art_datacentre,monitor,priority:p4,service:mule,source:alert,team:ge-integration,tier:tier_3",success
